44,183671340228777606,敖淑珍,1,2010-07-23,13934487570,790,,7388
45,309205921839565848,盛琴,0,2018-12-14,13977618114,8752,,4938
46,557099819401343974,逯帆,1,2010-03-15,13443937135,159,,4663
47,922766638710045380,徐欢,0,2010-02-17,13553616383,3385,,4083
48,106513475931318176,暨健,0,2015-12-27,13523925464,7266,,4761
49,319761017706837676,裴秀荣,1,2019-10-26,13143573012,8726,,9460
50,741775032336011256,呼玉兰,0,2011-10-11,13292159696,1091,,5070
51,167667996532306377,戴玉英,1,2012-07-05,13638914558,6639,,1847
52,986885254638917271,侯磊,1,2017-05-26,13078601826,3696,,9041
53,293472851655426274,栾晨,1,2018-09-09,13005306080,8205,,2590
54,564674314702083678,鱼慧,0,2012-09-27,13071909794,9562,,6407
55,589830595969082875,荣建军,1,2011-12-08,13653918471,9922,,7663
56,078999896295131633,逄杨,0,2018-04-22,13911555348,2294,,9531
57,128392455541809660,上畅,0,2012-09-03,13557750517,1048,,5589
58,208415560102824797,帅洁,0,2013-03-12,13459918518,595,,6218
59,608114700095246350,盛畅,1,2011-12-12,13113458132,3020,,9367
60,870060043621764440,朱林,1,2018-03-08,13864824406,9700,,6858
61,551803405934666547,晋秀梅,0,2010-01-09,13618243634,8944,,2209
62,542893501070574892,庚婷,0,2010-05-03,13208133217,2611,,2645
63,654691229262114176,濮桂香,0,2012-12-22,13222271563,9352,,1608
64,410202383390999173,能桂兰,0,2010-12-29,13930930000,1928,,2142
65,668437733969586007,汝平,0,2016-05-14,13344232111,9665,,246
66,319492040410282376,汪琳,1,2013-07-02,13446894877,2079,,6948
67,535892262911900630,尚利,0,2019-09-29,13016935485,5161,,4684
68,181459295513479623,卞秀梅,1,2017-11-12,13742383541,99,,6145
69,894524982829702322,蓟兵,1,2018-09-15,13246792895,7515,,8880
70,990305474962291455,闾平,0,2019-05-13,13541444027,7064,,8927
71,503429152744217869,夹海燕,1,2015-07-08,13396900669,368,,4690
72,096033841498427549,单峰,0,2013-07-18,13585352830,1102,,6588
73,544508624115188379,蔡宁,0,2013-04-25,13003134508,6255,,2265
74,459705281698089161,干涛,0,2017-08-26,13504504024,8887,,7836
75,239593139090686821,方明,0,2015-08-25,13719355322,9389,,6021
76,045089804087517613,庚晶,1,2018-06-27,13911905547,6844,,4118
77,997075457558575426,冉丹,1,2013-09-01,13915120787,2027,,3275
78,687904823180517367,慎静,0,2014-07-23,13797882335,5669,,3642
79,904044337416398664,印红梅,0,2011-09-16,13871741959,5039,,5080
80,401807964831955898,益云,0,2017-07-21,13445807943,1670,,2446
81,195543693567194905,丘丹,1,2011-05-28,13986499775,1758,,9208
82,435070769900665524,柯博,1,2010-10-22,13540186728,6859,,9202
83,691885428726629815,殳凯,0,2010-10-19,13585437995,8837,,1199
84,568081272328579540,解成,0,2014-07-13,13389429368,9708,,4661
85,716478026334490794,农刚,1,2016-05-08,13001156190,7747,,4452
86,073412531771151862,咎荣,0,2014-03-27,13550786822,1250,,541
87,410244164729078785,广璐,0,2011-06-09,13761521211,1412,,4657
88,037532745103762073,寇凤英,1,2010-04-04,13430470158,6498,,9523
89,338993664518406880,连玉英,0,2012-07-26,13329424556,8043,,7242
90,108357633562698445,莘慧,1,2016-04-13,13225985846,1827,,9901
91,132100069199017549,明桂珍,1,2011-03-14,13025856529,3262,,4101
92,166419098224589563,陆丽华,0,2014-08-14,13032268343,9552,,4263
93,407902234680425305,邴瑞,0,2017-08-23,13083593933,4712,,730
94,261070461692350514,东玉兰,0,2017-08-20,13142523858,9432,,2385
95,038168726037269833,荆红梅,0,2016-01-19,13443781800,158,,3485
96,793953114334286258,柴丽娟,1,2015-11-17,13860372661,3478,,8874
97,531969107944796721,鄂刚,0,2015-01-19,13869789370,1519,,9958
98,502331034614660218,步健,1,2019-12-09,13888342828,9761,,4061
99,085724232415304549,魏淑英,0,2018-03-18,13545833441,7446,,9446
100,123456781234567812345678,特殊,0,2017-01-02,13538343434,42,,324
101,822538131437258471,孙小红,0,2016-12-23,13783095618,4546,,8892
205,411524187312119876,hahah,0,2018-01-01,18888888888,,,
208,440681199803160416,yanbin,0,2018-01-01,18988545832,10000,,10000
209,1111,yb,-1,2018-01-01,188888,,,23
210,440988877647564323,wyf,0,1998-11-03,18833332222,2000,,1000
